"","yearly_pff_id","pff_position_off"
"3139","2018_12144","WR"
"3140","2018_12124","LS"
"3141","2018_12114","G"
"3142","2018_11033","ED"
"3143","2018_12092","ED"
"3144","2018_6798","P"
"3145","2018_9645","ED"
"3146","2018_12062","LB"
"3147","2018_9682","CB"
"3148","2018_9815","LB"
"3149","2018_11985","LB"
"3150","2018_9464","LB"
"3151","2018_6979",""
"3152","2018_7946","HB"
"3153","2018_9450","ED"
"3154","2018_3471","K"
"3155","2018_3732","LS"
"3156","2018_11963","S"
"3157","2018_26296","LB"
"3158","2018_10885","LB"
"3159","2018_27036","LS"
"3160","2018_9824","LB"
"3161","2018_28091","LB"
"3162","2018_28451","DI"
"3163","2018_28495","CB"
"3164","2018_11947","LB"
"3165","2018_29214","P"
"3166","2018_29556","TE"
"3167","2018_11938","LB"
"3168","2018_11935","HB"
"3169","2018_9836","LB"
"3170","2019_7041","T"
"3171","2019_9655","C"
"3172","2019_9461","G"
"3173","2019_10665","T"
"3174","2019_6343","C"
"3175","2019_10713","G"
"3176","2019_10712","G"
"3177","2019_8702","G"
"3178","2019_27934","G"
"3179","2019_7891","T"
"3180","2019_46227","T"
"3181","2019_10684","C"
"3182","2019_8641","T"
"3183","2019_4944","C"
"3184","2019_10110","G"
"3185","2019_7985","C"
"3186","2019_9494","G"
"3187","2019_9564","G"
"3188","2019_7812","C"
"3189","2019_8651","G"
"3190","2019_6391","G"
"3191","2019_11787","T"
"3192","2019_37347","C"
"3193","2019_46013","C"
"3194","2019_10642","T"
"3195","2019_11819","T"
"3196","2019_46912","T"
"3197","2019_8834","G"
"3198","2019_8828","G"
"3199","2019_10855","C"
"3200","2019_5558","G"
"3201","2019_11818","T"
"3202","2019_9276","C"
"3203","2019_3000","T"
"3204","2019_8841","C"
"3205","2019_7099","C"
"3206","2019_9126","G"
"3207","2019_46298","G"
"3208","2019_41665","T"
"3209","2019_9659","T"
"3210","2019_46961","G"
"3211","2019_8728","C"
"3212","2019_6174","T"
"3213","2019_9567","G"
"3214","2019_46794","T"
"3215","2019_8796","C"
"3216","2019_46854","T"
"3217","2019_6290","T"
"3218","2019_10690","G"
"3219","2019_45576","C"
"3220","2019_46180","G"
"3221","2019_8880","T"
"3222","2019_3702","G"
"3223","2019_10647","T"
"3224","2019_8730","G"
"3225","2019_9467","T"
"3226","2019_9457","T"
"3227","2019_7078","G"
"3228","2019_5410","T"
"3229","2019_11825","G"
"3230","2019_12954","G"
"3231","2019_5150","C"
"3232","2019_8670","G"
"3233","2019_7904","C"
"3234","2019_11826","G"
"3235","2019_10640","T"
"3236","2019_9561","G"
"3237","2019_7846","G"
"3238","2019_7800","G"
"3239","2019_47013","T"
"3240","2019_10652","C"
"3241","2019_10650","T"
"3242","2019_5542","G"
"3243","2019_10778","C"
"3244","2019_11775","T"
"3245","2019_6169","T"
"3246","2019_7209","G"
"3247","2019_9719","T"
"3248","2019_7029","T"
"3249","2019_39137","C"
"3250","2019_10882","C"
"3251","2019_38554","G"
"3252","2019_9289","T"
"3253","2019_7640","G"
"3254","2019_9091","T"
"3255","2019_9482","C"
"3256","2019_7032","G"
"3257","2019_7856","T"
"3258","2019_7792","G"
"3259","2019_8814","C"
"3260","2019_47008","G"
"3261","2019_9989","T"
"3262","2019_5548","T"
"3263","2019_46275","T"
"3264","2019_9442","G"
"3265","2019_2148","T"
"3266","2019_6207","C"
"3267","2019_46808","G"
"3268","2019_8051","T"
"3269","2019_8727","G"
"3270","2019_8646","T"
"3271","2019_3459","T"
"3272","2019_6161","T"
"3273","2019_6315","C"
"3274","2019_10729","G"
"3275","2019_7431","T"
"3276","2019_66578","G"
"3277","2019_11789","T"
"3278","2019_8637","T"
"3279","2019_8701","T"
"3280","2019_8230","G"
"3281","2019_4340","T"
"3282","2019_11022","T"
"3283","2019_9535","T"
"3284","2019_8678","C"
"3285","2019_11954","C"
"3286","2019_46238","T"
"3287","2019_24481","T"
"3288","2019_5229","G"
"3289","2019_10792","T"
"3290","2019_7229","T"
"3291","2019_10785","G"
"3292","2019_39805","T"
"3293","2019_11945","T"
"3294","2019_9514","G"
"3295","2019_5543","C"
"3296","2019_9500","G"
"3297","2019_2298","G"
"3298","2019_10764","G"
"3299","2019_7786","T"
"3300","2019_7338","G"
"3301","2019_7950","T"
"3302","2019_10849","G"
"3303","2019_5692","T"
"3304","2019_46216","G"
"3305","2019_11102","C"
"3306","2019_12333","G"
"3307","2019_8716","G"
"3308","2019_7746","G"
"3309","2019_10829","G"
"3310","2019_35941","G"
"3311","2019_60063","T"
"3312","2019_9132","C"
"3313","2019_6177","G"
"3314","2019_7783","T"
"3315","2019_12168","G"
"3316","2019_28021","G"
"3317","2019_9438","G"
"3318","2019_9446","G"
"3319","2019_23918","C"
"3320","2019_9490","T"
"3321","2019_7112","T"
"3322","2019_3644","T"
"3323","2019_10762","G"
"3324","2019_9452","T"
"3325","2019_46795","G"
"3326","2019_9505","G"
"3327","2019_9677","T"
"3328","2019_46048","T"
"3329","2019_46104","C"
"3330","2019_46131","G"
"3331","2019_11855","TE"
"3332","2019_8697","QB"
"3333","2019_11901","TE"
"3334","2019_9604","TE"
"3335","2019_38951","T"
"3336","2019_5741","T"
"3337","2019_46290","G"
"3338","2019_10798","G"
"3339","2019_11885","T"
"3340","2019_11282","T"
"3341","2019_7853","G"
"3342","2019_46219","G"
"3343","2019_9025","T"
"3344","2019_8699","C"
"3345","2019_25472","T"
"3346","2019_6195","TE"
"3347","2019_7102","QB"
"3348","2019_4623","T"
"3349","2019_34807","T"
"3350","2019_36800","T"
"3351","2019_46676","G"
"3352","2019_8549","TE"
"3353","2019_7077","QB"
"3354","2019_5598","T"
"3355","2019_698","QB"
"3356","2019_6471","G"
"3357","2019_46980","G"
"3358","2019_7952","G"
"3359","2019_9637","TE"
"3360","2019_8200","TE"
"3361","2019_46232","T"
"3362","2019_6200","G"
"3363","2019_9861","G"
"3364","2019_5839","G"
"3365","2019_47272","TE"
"3366","2019_7844","TE"
"3367","2019_8671","QB"
"3368","2019_10769","QB"
"3369","2019_8520","TE"
"3370","2019_9502","WR"
"3371","2019_9576","TE"
"3372","2019_10636","QB"
"3373","2019_7636","T"
"3374","2019_38897","T"
"3375","2019_2241","QB"
"3376","2019_46226","G"
"3377","2019_5606","WR"
"3378","2019_10744","TE"
"3379","2019_9547","G"
"3380","2019_7808","WR"
"3381","2019_9590","TE"
"3382","2019_11915","T"
"3383","2019_11774","TE"
"3384","2019_10725","QB"
"3385","2019_7816","TE"
"3386","2019_46249","G"
"3387","2019_47864","WR"
"3388","2019_46518","QB"
"3389","2019_11767","QB"
"3390","2019_8726","WR"
"3391","2019_1384","TE"
"3392","2019_2973","TE"
"3393","2019_10635","QB"
"3394","2019_46601","QB"
"3395","2019_8999","WR"
"3396","2019_7181","G"
"3397","2019_8772","G"
"3398","2019_8647","WR"
"3399","2019_9434","QB"
"3400","2019_7982","TE"
"3401","2019_48164","WR"
"3402","2019_7146","T"
"3403","2019_5156","WR"
"3404","2019_9579","WR"
"3405","2019_11760","WR"
"3406","2019_12303","WR"
"3407","2019_48327","WR"
"3408","2019_46416","QB"
"3409","2019_8698","WR"
"3410","2019_48274","WR"
"3411","2019_1725","QB"
"3412","2019_3675","C"
"3413","2019_7014","QB"
"3414","2019_7912","FB"
"3415","2019_9688","G"
"3416","2019_29250","T"
"3417","2019_8696","WR"
"3418","2019_7822","WR"
"3419","2019_9875","C"
"3420","2019_47257","TE"
"3421","2019_11765","QB"
"3422","2019_6256","TE"
"3423","2019_7898","G"
"3424","2019_42060","TE"
"3425","2019_9234","T"
"3426","2019_4317","QB"
"3427","2019_35883","TE"
"3428","2019_3647","TE"
"3429","2019_10681","WR"
"3430","2019_9550","TE"
"3431","2019_11851","WR"
"3432","2019_11254","WR"
"3433","2019_9488","TE"
"3434","2019_9593","TE"
"3435","2019_46692","G"
"3436","2019_8668","G"
"3437","2019_11839","WR"
"3438","2019_39386","G"
"3439","2019_26075","WR"
"3440","2019_6167","C"
"3441","2019_11757","QB"
"3442","2019_8524","TE"
"3443","2019_10689","WR"
"3444","2019_10154","WR"
"3445","2019_48267","WR"
"3446","2019_10211","TE"
"3447","2019_42388","TE"
"3448","2019_9437","WR"
"3449","2019_29048","QB"
"3450","2019_26152","QB"
"3451","2019_7045","T"
"3452","2019_46087","G"
"3453","2019_29476","G"
"3454","2019_7857","WR"
"3455","2019_41401","QB"
"3456","2019_48862","DI"
"3457","2019_9840","TE"
"3458","2019_38334","QB"
"3459","2019_6311","TE"
"3460","2019_48229","WR"
"3461","2019_11824","WR"
"3462","2019_6187","QB"
"3463","2019_11909","TE"
"3464","2019_11762","WR"
"3465","2019_46333","T"
"3466","2019_7158","WR"
"3467","2019_1724","WR"
"3468","2019_8639","WR"
"3469","2019_10728","TE"
"3470","2019_11347","FB"
"3471","2019_11884","T"
"3472","2019_11795","WR"
"3473","2019_8688","WR"
"3474","2019_12078","TE"
"3475","2019_30097","G"
"3476","2019_8775","T"
"3477","2019_5531","T"
"3478","2019_47882","WR"
"3479","2019_7836","TE"
"3480","2019_8642","WR"
"3481","2019_4929","T"
"3482","2019_91462","T"
"3483","2019_9079","WR"
"3484","2019_7801","G"
"3485","2019_9453","WR"
"3486","2019_47050","TE"
"3487","2019_7330","WR"
"3488","2019_47294","TE"
"3489","2019_48209","WR"
"3490","2019_11062","TE"
"3491","2019_47546","WR"
"3492","2019_9525","TE"
"3493","2019_47043","TE"
"3494","2019_12051","TE"
"3495","2019_10760","WR"
"3496","2019_11792","WR"
"3497","2019_61568","WR"
"3498","2019_9509","WR"
"3499","2019_7084","WR"
"3500","2019_2467","QB"
"3501","2019_39395","QB"
"3502","2019_9538","WR"
"3503","2019_45416","WR"
"3504","2019_1753","TE"
"3505","2019_10655","WR"
"3506","2019_9447","WR"
"3507","2019_8268","G"
"3508","2019_8288","WR"
"3509","2019_7095","C"
"3510","2019_7926","WR"
"3511","2019_802","QB"
"3512","2019_46254","T"
"3513","2019_12320","TE"
"3514","2019_20994","TE"
"3515","2019_6216","WR"
"3516","2019_10799","WR"
"3517","2019_6356","TE"
"3518","2019_48192","WR"
"3519","2019_47124","TE"
"3520","2019_40912","TE"
"3521","2019_10715","TE"
"3522","2019_8655","WR"
"3523","2019_4332","QB"
"3524","2019_10774","WR"
"3525","2019_11927","WR"
"3526","2019_47702","WR"
"3527","2019_45547","T"
"3528","2019_11892","T"
"3529","2019_8968","T"
"3530","2019_9258","G"
"3531","2019_11107","WR"
"3532","2019_6158","WR"
"3533","2019_7915","TE"
"3534","2019_25578","WR"
"3535","2019_7940","TE"
"3536","2019_10669","TE"
"3537","2019_6326","TE"
"3538","2019_33441","WR"
"3539","2019_4924","QB"
"3540","2019_9001","T"
"3541","2019_11141","WR"
"3542","2019_34693","T"
"3543","2019_48160","WR"
"3544","2019_5619","TE"
"3545","2019_9662","TE"
"3546","2019_11872","WR"
"3547","2019_42018","TE"
"3548","2019_11113","G"
"3549","2019_7048","WR"
"3550","2019_47792","WR"
"3551","2019_10144","TE"
"3552","2019_12270","WR"
"3553","2019_47809","WR"
"3554","2019_7062","G"
"3555","2019_41406","WR"
"3556","2019_7128","TE"
"3557","2019_48135","WR"
"3558","2019_40973","TE"
"3559","2019_10674","WR"
"3560","2019_7092","WR"
"3561","2019_46569","QB"
"3562","2019_11799","TE"
"3563","2019_12043","WR"
"3564","2019_8713","G"
"3565","2019_11369","T"
"3566","2019_9459","WR"
"3567","2019_10772","TE"
"3568","2019_11873","WR"
"3569","2019_47931","WR"
"3570","2019_5585","WR"
"3571","2019_9462","WR"
"3572","2019_12206","TE"
"3573","2019_9627","TE"
"3574","2019_5728","G"
"3575","2019_47150","TE"
"3576","2019_35014","WR"
"3577","2019_11817","WR"
"3578","2019_41897","QB"
"3579","2019_47327","TE"
"3580","2019_29838","QB"
"3581","2019_7118","WR"
"3582","2019_10918","WR"
"3583","2019_48228","WR"
"3584","2019_11074","WR"
"3585","2019_8755","TE"
"3586","2019_8128","WR"
"3587","2019_4717","WR"
"3588","2019_11354","WR"
"3589","2019_10019","G"
"3590","2019_11793","G"
"3591","2019_47436","TE"
"3592","2019_8277","T"
"3593","2019_34934","FB"
"3594","2019_9454","T"
"3595","2019_48113","WR"
"3596","2019_48262","WR"
"3597","2019_9883","WR"
"3598","2019_31454","T"
"3599","2019_7323","QB"
"3600","2019_11763","HB"
"3601","2019_5547","WR"
"3602","2019_8667","QB"
"3603","2019_42683","WR"
"3604","2019_46375","T"
"3605","2019_31982","G"
"3606","2019_11865","WR"
"3607","2019_7618","WR"
"3608","2019_9443","HB"
"3609","2019_46951","T"
"3610","2019_7923","G"
"3611","2019_46647","G"
"3612","2019_9518","TE"
"3613","2019_10638","HB"
"3614","2019_47153","TE"
"3615","2019_47121","TE"
"3616","2019_5012","TE"
"3617","2019_94365","TE"
"3618","2019_11966","G"
"3619","2019_3625","WR"
"3620","2019_11435","C"
"3621","2019_24606","TE"
"3622","2019_8420","FB"
"3623","2019_7789","WR"
"3624","2019_47509","WR"
"3625","2019_46027","HB"
"3626","2019_9302","FB"
"3627","2019_12193","TE"
"3628","2019_30762","TE"
"3629","2019_9435","QB"
"3630","2019_12247","TE"
"3631","2019_6180","HB"
"3632","2019_66957","WR"
"3633","2019_9002","WR"
"3634","2019_9964","WR"
"3635","2019_7859","WR"
"3636","2019_11933","G"
"3637","2019_11778","TE"
"3638","2019_11764","WR"
"3639","2019_47468","WR"
"3640","2019_9207","TE"
"3641","2019_10707","HB"
"3642","2019_8680","WR"
"3643","2019_11981","WR"
"3644","2019_6301","HB"
"3645","2019_9658","T"
"3646","2019_47058","C"
"3647","2019_38855","WR"
"3648","2019_8931","WR"
"3649","2019_12329","HB"
"3650","2019_48078","WR"
"3651","2019_45719","HB"
"3652","2019_45791","HB"
"3653","2019_8365","G"
"3654","2019_11803","HB"
"3655","2019_39587","WR"
"3656","2019_38276","WR"
"3657","2019_6997","FB"
"3658","2019_12258","WR"
"3659","2019_39517","QB"
"3660","2019_42130","TE"
"3661","2019_28991","WR"
"3662","2019_25018","T"
"3663","2019_7802","TE"
"3664","2019_7818","HB"
"3665","2019_44771","WR"
"3666","2019_40555","HB"
"3667","2019_48021","WR"
"3668","2019_46508","QB"
"3669","2019_12004","HB"
"3670","2019_11948","FB"
"3671","2019_47900","WR"
"3672","2019_8738","HB"
"3673","2019_7829","HB"
"3674","2019_9830","G"
"3675","2019_40485","HB"
"3676","2019_8691","WR"
"3677","2019_9786","TE"
"3678","2019_11937","HB"
"3679","2019_47304","TE"
"3680","2019_8645","TE"
"3681","2019_11759","HB"
"3682","2019_7117","C"
"3683","2019_5594","T"
"3684","2019_11800","TE"
"3685","2019_9185","TE"
"3686","2019_10831","FB"
"3687","2019_9859","WR"
"3688","2019_6288","FB"
"3689","2019_8943","WR"
"3690","2019_9679","TE"
"3691","2019_9492","T"
"3692","2019_10998","C"
"3693","2019_48297","WR"
"3694","2019_12112","QB"
"3695","2019_9519","HB"
"3696","2019_46035","G"
"3697","2019_47698","WR"
"3698","2019_45783","HB"
"3699","2019_44889","FB"
"3700","2019_51593","WR"
"3701","2019_11813","G"
"3702","2019_10075","WR"
"3703","2019_7406","TE"
"3704","2019_27413","FB"
"3705","2019_12215","WR"
"3706","2019_10657","WR"
"3707","2019_9606","TE"
"3708","2019_10679","HB"
"3709","2019_13597","WR"
"3710","2019_1722","QB"
"3711","2019_8914","WR"
"3712","2019_11874","HB"
"3713","2019_10741","WR"
"3714","2019_10797","WR"
"3715","2019_12087","WR"
"3716","2019_11822","HB"
"3717","2019_48182","WR"
"3718","2019_9783","HB"
"3719","2019_10017","T"
"3720","2019_7945","T"
"3721","2019_10810","FB"
"3722","2019_9540","WR"
"3723","2019_48143","WR"
"3724","2019_47333","TE"
"3725","2019_7572","FB"
"3726","2019_66915","WR"
"3727","2019_31849","TE"
"3728","2019_28300","T"
"3729","2019_2282","HB"
"3730","2019_51837","TE"
"3731","2019_8921","G"
"3732","2019_10832","FB"
"3733","2019_46426","QB"
"3734","2019_7962","HB"
"3735","2019_9506","HB"
"3736","2019_12164","HB"
"3737","2019_48110","WR"
"3738","2019_7008","QB"
"3739","2019_46302","T"
"3740","2019_47149","TE"
"3741","2019_48341","WR"
"3742","2019_10789","T"
"3743","2019_11366","WR"
"3744","2019_47297","HB"
"3745","2019_11796","HB"
"3746","2019_47259","TE"
"3747","2019_11964","WR"
"3748","2019_8674","WR"
"3749","2019_48230","WR"
"3750","2019_47019","T"
"3751","2019_47216","TE"
"3752","2019_8692","HB"
"3753","2019_47081","TE"
"3754","2019_27589","HB"
"3755","2019_47940","WR"
"3756","2019_45747","HB"
"3757","2019_10841","QB"
"3758","2019_9510","HB"
"3759","2019_11051","TE"
"3760","2019_10751","WR"
"3761","2019_45629","FB"
"3762","2019_8871","T"
"3763","2019_11991","WR"
"3764","2019_7144","G"
"3765","2019_42345","WR"
"3766","2019_8654","T"
"3767","2019_9501","TE"
"3768","2019_10835","QB"
"3769","2019_4018","QB"
"3770","2019_34001","HB"
"3771","2019_9068","C"
"3772","2019_9470","WR"
"3773","2019_10927","HB"
"3774","2019_9205","HB"
"3775","2019_8765","HB"
"3776","2019_11300","FB"
"3777","2019_35460","QB"
"3778","2019_10848","LB"
"3779","2019_45741","HB"
"3780","2019_38555","T"
"3781","2019_10806","WR"
"3782","2019_12020","TE"
"3783","2019_5612","WR"
"3784","2019_11335","TE"
"3785","2019_11898","HB"
"3786","2019_28219","HB"
"3787","2019_11841","HB"
"3788","2019_23670","WR"
"3789","2019_12660","HB"
"3790","2019_46987","T"
"3791","2019_11889","HB"
"3792","2019_10784","HB"
"3793","2019_12014","WR"
"3794","2019_6597","WR"
"3795","2019_45953","HB"
"3796","2019_11440","WR"
"3797","2019_10739","G"
"3798","2019_46918","C"
"3799","2019_10820","WR"
"3800","2019_12267","TE"
"3801","2019_23172","WR"
"3802","2019_7810","WR"
"3803","2019_12037","TE"
"3804","2019_46586","QB"
"3805","2019_9601","FB"
"3806","2019_47448","WR"
"3807","2019_8954","TE"
"3808","2019_12049","G"
"3809","2019_5277","QB"
"3810","2019_11047","HB"
"3811","2019_2951","TE"
"3812","2019_48103","HB"
"3813","2019_11395","HB"
"3814","2019_91479","WR"
"3815","2019_11163","WR"
"3816","2019_7274","TE"
"3817","2019_44920","WR"
"3818","2019_34455","HB"
"3819","2019_7089","QB"
"3820","2019_9902","HB"
"3821","2019_48101","WR"
"3822","2019_61737","WR"
"3823","2019_12307","T"
"3824","2019_6142","FB"
"3825","2019_5214","QB"
"3826","2019_3623","HB"
"3827","2019_11784","TE"
"3828","2019_7100","WR"
"3829","2019_11028","WR"
"3830","2019_42062","TE"
"3831","2019_6468","WR"
"3832","2019_45769","HB"
"3833","2019_32565","FB"
"3834","2019_29244","G"
"3835","2019_13014","HB"
"3836","2019_45851","HB"
"3837","2019_11911","HB"
"3838","2019_66448","T"
"3839","2019_3120","TE"
"3840","2019_12122","TE"
"3841","2019_11860","HB"
"3842","2019_6153","QB"
"3843","2019_29726","WR"
"3844","2019_38709","G"
"3845","2019_8725","WR"
"3846","2019_46084","G"
"3847","2019_45932","HB"
"3848","2019_9448","HB"
"3849","2019_29556","TE"
"3850","2019_7936","HB"
"3851","2019_9221","C"
"3852","2019_8677","WR"
"3853","2019_63664","WR"
"3854","2019_7971","HB"
"3855","2019_6515","FB"
"3856","2019_9527","WR"
"3857","2019_45865","HB"
"3858","2019_47933","WR"
"3859","2019_6278","HB"
"3860","2019_6199","TE"
"3861","2019_66924","TE"
"3862","2019_39462","HB"
"3863","2019_95015","WR"
"3864","2019_47119","TE"
"3865","2019_51842","TE"
"3866","2019_45996","HB"
"3867","2019_9092","TE"
"3868","2019_10038","WR"
"3869","2019_10777","HB"
"3870","2019_45376","G"
"3871","2019_8777","WR"
"3872","2019_47083","TE"
"3873","2019_28394","T"
"3874","2019_48170","WR"
"3875","2019_11895","HB"
"3876","2019_41482","G"
"3877","2019_26618","HB"
"3878","2019_38329","HB"
"3879","2019_11914","G"
"3880","2019_45859","HB"
"3881","2019_9304","G"
"3882","2019_9469","HB"
"3883","2019_9619","WR"
"3884","2019_12271","HB"
"3885","2019_91470","WR"
"3886","2019_10269","FB"
"3887","2019_45731","HB"
"3888","2019_4976","HB"
"3889","2019_39588","WR"
"3890","2019_12067","WR"
"3891","2019_9522","QB"
"3892","2019_7472","WR"
"3893","2019_1085","QB"
"3894","2019_47481","WR"
"3895","2019_7469","HB"
"3896","2019_26104","WR"
"3897","2019_48023","WR"
"3898","2019_36049","TE"
"3899","2019_47508","WR"
"3900","2019_4363","WR"
"3901","2019_9400","TE"
"3902","2019_45826","HB"
"3903","2019_7693","TE"
"3904","2019_45691","HB"
"3905","2019_91465","TE"
"3906","2019_9559","HB"
"3907","2019_47186","TE"
"3908","2019_10833","WR"
"3909","2019_9487","HB"
"3910","2019_45954","HB"
"3911","2019_8799","QB"
"3912","2019_10787","HB"
"3913","2019_42247","WR"
"3914","2019_27126","HB"
"3915","2019_91248","WR"
"3916","2019_39316","G"
"3917","2019_38844","HB"
"3918","2019_1732","QB"
"3919","2019_1811","QB"
"3920","2019_91472","WR"
"3921","2019_38265","QB"
"3922","2019_4467","WR"
"3923","2019_10724","HB"
"3924","2019_11929","TE"
"3925","2019_21528","WR"
"3926","2019_7880","QB"
"3927","2019_9580","QB"
"3928","2019_8254","WR"
"3929","2019_66438","WR"
"3930","2019_10840","WR"
"3931","2019_45914","HB"
"3932","2019_5609","QB"
"3933","2019_28621","WR"
"3934","2019_47961","WR"
"3935","2019_8088","T"
"3936","2019_29539","HB"
"3937","2019_45810","HB"
"3938","2019_29413","HB"
"3939","2019_7975","HB"
"3940","2019_83791","HB"
"3941","2019_12088","WR"
"3942","2019_8843","WR"
"3943","2019_9592","WR"
"3944","2019_47908","WR"
"3945","2019_13976","T"
"3946","2019_29686","TE"
"3947","2019_47959","WR"
"3948","2019_28653","G"
"3949","2019_47542","HB"
"3950","2019_9474","WR"
"3951","2019_29347","WR"
"3952","2019_11883","WR"
"3953","2019_10753","HB"
"3954","2019_46904","G"
"3955","2019_8824","WR"
"3956","2019_29622","WR"
"3957","2019_2347","HB"
"3958","2019_41193","HB"
"3959","2019_11266","TE"
"3960","2019_6332","QB"
"3961","2019_45817","HB"
"3962","2019_9697","WR"
"3963","2019_12888","FB"
"3964","2019_47053","FB"
"3965","2019_23652","TE"
"3966","2019_45734","HB"
"3967","2019_48097","WR"
"3968","2019_12114","T"
"3969","2019_5702","T"
"3970","2019_11888","WR"
"3971","2019_31615","HB"
"3972","2019_10790","HB"
"3973","2019_45664","HB"
"3974","2019_47018","T"
"3975","2019_7854","QB"
"3976","2019_10870","HB"
"3977","2019_27414","HB"
"3978","2019_21956","QB"
"3979","2019_9032","TE"
"3980","2019_23254","WR"
"3981","2019_47477","WR"
"3982","2019_47268","TE"
"3983","2019_39268","G"
"3984","2019_3628","HB"
"3985","2019_9761","HB"
"3986","2019_26392","HB"
"3987","2019_11935","HB"
"3988","2019_26586","WR"
"3989","2019_13725","QB"
"3990","2019_7642","G"
"3991","2019_8101","HB"
"3992","2019_9558","HB"
"3993","2019_11920","CB"
"3994","2019_8000","S"
"3995","2019_8818","QB"
"3996","2019_48017","WR"
"3997","2019_9683","QB"
"3998","2019_11371","WR"
"3999","2019_8638","QB"
"4000","2019_91468","TE"
"4001","2019_48080","WR"
"4002","2019_48055","WR"
"4003","2019_5718","WR"
"4004","2019_7957","T"
"4005","2019_11827","WR"
"4006","2019_8995","TE"
"4007","2019_11326","TE"
"4008","2019_45775","HB"
"4009","2019_34164","WR"
"4010","2019_12163","WR"
"4011","2019_12324","QB"
"4012","2019_48956","DI"
"4013","2019_11104","HB"
"4014","2019_4933","WR"
"4015","2019_38275","WR"
"4016","2019_30228","HB"
"4017","2019_47417","WR"
"4018","2019_47164","TE"
"4019","2019_8733","TE"
"4020","2019_8759","WR"
"4021","2019_11797","S"
"4022","2019_11473","HB"
"4023","2019_12052","WR"
"4024","2019_45913","HB"
"4025","2019_7418","LS"
"4026","2019_12007","TE"
"4027","2019_6586","LS"
"4028","2019_8077","LB"
"4029","2019_10783","HB"
"4030","2019_38268","LB"
"4031","2019_94379","WR"
"4032","2019_12282","QB"
"4033","2019_50959","LB"
"4034","2019_11748","LS"
"4035","2019_11804","ED"
"4036","2019_9257","C"
"4037","2019_9184","FB"
"4038","2019_51029","LB"
"4039","2019_39258","HB"
"4040","2019_10656","WR"
"4041","2019_10320","TE"
"4042","2019_28091","LB"
"4043","2019_4583","LB"
"4044","2019_12253","HB"
"4045","2019_9884","TE"
"4046","2019_45903","HB"
"4047","2019_29038","T"
"4048","2019_94369","LS"
"4049","2019_28844","G"
"4050","2019_6277","HB"
"4051","2019_7896","CB"
"4052","2019_10757","T"
"4053","2019_6020","LS"
"4054","2019_12077","WR"
"4055","2019_49805","ED"
"4056","2019_15301","LB"
"4057","2019_11917","HB"
"4058","2019_10676","ED"
"4059","2019_33158","WR"
"4060","2019_45934","HB"
"4061","2019_12212","P"
"4062","2019_26316","ED"
"4063","2019_27036","LS"
"4064","2019_28838","LB"
"4065","2019_29367","LB"
"4066","2019_29456","LB"
"4067","2019_11988","K"
"4068","2019_36038","P"
"4069","2019_11863","ED"
"4070","2019_39382","LB"
"4071","2019_11812","LB"
"4072","2019_11802","ED"
"4073","2019_39541","HB"
"4074","2019_40160","CB"
"4075","2019_11414","LS"
"4076","2019_11169","ED"
"4077","2019_10949","LS"
"4078","2019_10902","S"
"4079","2019_10885","LB"
"4080","2019_10880","LB"
"4081","2019_44980","LB"
"4082","2019_10770","HB"
"4083","2019_9645","ED"
"4084","2019_9464","LB"
"4085","2019_9035","HB"
"4086","2019_8848","QB"
"4087","2019_8760","S"
"4088","2019_8580","LS"
"4089","2019_8512","LB"
"4090","2019_8471","ED"
"4091","2019_8468","S"
"4092","2019_8419","S"
"4093","2019_7983","QB"
"4094","2019_7963","HB"
"4095","2019_7819","LB"
"4096","2019_7301","LS"
"4097","2019_7165","HB"
"4098","2019_7113","LB"
"4099","2019_7003","LB"
"4100","2019_5800","LS"
"4101","2019_49120","S"
"4102","2019_49368","CB"
"4103","2019_50089","LB"
"4104","2019_50154","ED"
"4105","2019_50640","LB"
"4106","2019_50897","LB"
"4107","2019_50918","LB"
"4108","2019_51146","S"
"4109","2019_51674","LB"
"4110","2019_56167","CB"
"4111","2019_4712","LS"
"4112","2019_3148","P"
"4113","2019_66928","LB"
"4114","2019_10235","ED"
"4115","2019_10639","CB"
"4116","2019_10677","DI"
"4117","2019_10698","S"
"4118","2019_10737","DI"
"4119","2019_7374","CB"
"4120","2019_3732","LS"
"4121","2019_7292","LB"
"4122","2019_7252","P"
"4123","2019_35381","P"
"4124","2019_24304","LB"
"4125","2019_7072","P"
"4126","2019_10750","DI"
"4127","2019_25576","CB"
"4128","2019_45753","HB"
"4129","2019_6428","LS"
"4130","2019_6342","S"
"4131","2019_10801","S"
"4132","2019_45038","FB"
"4133","2019_10965","C"
"4134","2019_35134","HB"
"4135","2019_11137","S"
"4136","2019_11147","ED"
"4137","2019_11242","CB"
"4138","2019_48331","WR"
"4139","2019_5535","DI"
"4140","2019_48498","ED"
"4141","2019_48567","ED"
"4142","2019_5088","P"
"4143","2019_11331","K"
"4144","2019_49012","S"
"4145","2019_66966","TE"
"4146","2019_49167","LB"
"4147","2019_49268","S"
"4148","2019_49352","CB"
"4149","2019_11941","S"
"4150","2019_49485","CB"
"4151","2019_11394","ED"
"4152","2019_11953","DI"
"4153","2019_50130","ED"
"4154","2019_1906","P"
"4155","2019_30267","ED"
"4156","2019_50714","FB"
"4157","2019_50720","LB"
"4158","2019_50727","LB"
"4159","2019_25991","DI"
"4160","2019_12255","P"
